T,TND,N,cohs,S,K,A,i,thresh
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,18,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,19,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,20,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,21,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,22,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,23,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,24,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,25,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,26,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,27,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,28,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,29,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,30,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,31,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,32,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,33,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,34,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,35,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,36,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,37,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,38,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,39,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,40,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,41,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,42,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,43,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,44,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,45,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,46,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,47,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,48,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,49,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,1,50,2.5320456954199151
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,0,1.0290978076396946
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,1,1.0212722799026956
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,2,1.0536414519803063
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,3,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,4,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,5,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,6,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,7,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,8,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,9,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,10,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,11,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,12,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,13,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,14,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,15,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,16,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,17,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,18,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,19,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,20,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,21,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,22,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,23,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,24,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,25,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,26,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,27,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,28,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,29,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,30,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,31,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,32,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,33,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,34,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,35,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,36,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,37,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,38,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,39,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,40,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,41,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,42,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,43,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,44,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,45,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,46,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,47,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,48,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,49,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,4,2,50,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,0,1.0290978076396946
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,1,1.6556971536590717
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,2,1.3140165296161606
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,3,1.7043738667868833
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,4,1.7025530523795938
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,5,1.7157801862007298
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,6,1.7644060804500026
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,7,1.7446489577295214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,8,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,9,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,10,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,11,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,12,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,13,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,14,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,15,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,16,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,17,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,18,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,19,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,20,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,21,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,22,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,23,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,24,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,25,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,26,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,27,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,28,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,29,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,30,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,31,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,32,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,33,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,34,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,35,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,36,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,37,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,38,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,39,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,40,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,41,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,42,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,43,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,44,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,45,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,46,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,47,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,48,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,49,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,2,50,1.7389996645345214
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,0,1.0290978076396946
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,1,1.019787770894732
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,2,4.287754882143993
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,3,0.29531341497056196
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,4,0.17758509809450471
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,5,0.13419359773031816
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,6,0.10887835221800289
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,7,0.096101145976759547
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,8,0.085487475481857672
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,9,0.085831053185569287
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,10,0.076918289585697894
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,11,0.070002726878555119
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,12,0.067880390304030327
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,13,0.067071251690073483
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,14,0.067880390304030327
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,15,0.065788051193510624
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,16,0.06342798491496604
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,17,0.062957126632514238
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,18,0.059321240818621529
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,19,0.060614324197168459
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,20,0.060348298351936128
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,21,0.058550713141261937
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,22,0.05734134561896221
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,23,0.056772127703271412
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,24,0.055094549598828535
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,25,0.056468390985827489
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,26,0.05688004237735448
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,27,0.056468390985827489
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,28,0.055991009189044309
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,29,0.054214520575234598
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,30,0.054815185739602923
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,31,0.054214520575234598
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,32,0.054214520575234598
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,33,0.052330679703142521
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,34,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,35,0.051732417404859551
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,36,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,37,0.052330679703142521
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,38,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,39,0.052896721187111251
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,40,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,41,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,42,0.051732417404859551
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,43,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,44,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,45,0.051732417404859551
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,46,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,47,0.051732417404859551
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,48,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,49,0.051732417404859551
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,4,3,50,0.051144469328343364
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,0,1.0290978076396946
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,1,1.0358010106279996
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,2,1.7554387832871707
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,3,1.4285832295680769
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,4,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,5,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,6,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,7,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,8,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,9,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,10,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,11,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,12,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,13,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,14,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,15,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,16,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,17,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,18,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,19,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,20,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,21,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,22,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,23,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,24,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,25,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,26,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,27,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,28,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,29,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,30,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,31,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,32,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,33,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,34,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,35,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,36,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,37,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,38,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,39,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,40,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,41,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,42,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,43,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,44,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,45,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,46,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,47,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,48,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,49,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",4,4,4,50,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,0,1.0290978076396946
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,1,1.1077008008003817
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,2,1.0463862765538354
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,3,1.6330992049247339
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,4,1.3216406751088354
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,5,1.2611414070225413
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,6,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,7,1.2337707170516343
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,8,1.2421058780494343
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,9,1.2215429399751774
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,10,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,11,1.2230628580552079
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,12,1.2218719621606806
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,13,1.2230628580552079
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,14,1.2230628580552079
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,15,1.2218719621606806
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,16,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,17,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,18,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,19,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,20,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,21,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,22,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,23,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,24,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,25,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,26,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,27,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,28,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,29,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,30,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,31,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,32,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,33,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,34,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,35,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,36,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,37,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,38,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,39,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,40,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,41,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,42,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,43,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,44,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,45,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,46,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,47,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,48,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,49,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,3,3,50,1.2232042202153652
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,3,0,1.0290978076396946
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,3,1,1.0391280916290595
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",3,4,3,2,1.0899465485231985
