T,TND,N,cohs,S,K,A,i,thresh
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,34,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,35,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,36,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,37,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,38,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,39,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,40,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,41,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,42,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,43,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,44,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,45,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,46,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,47,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,48,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,49,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,2,1,50,3.0591538987995666
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,0,1.0290978076396946
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,1,1.055494356483867
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,2,1.1424851743649109
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,3,1.6339347752695199
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,4,1.5313594078182706
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,5,1.3872295237106465
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,6,1.4057263691228163
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,7,1.4332164244546008
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,8,1.3896464015431298
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,9,1.3998828624898001
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,10,1.386176515204647
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,11,1.386176515204647
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,12,1.3713318122763123
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,13,1.377253040115856
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,14,1.3656218739580295
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,15,1.3772511481597318
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,16,1.3772511481597318
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,17,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,18,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,19,1.3772511481597318
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,20,1.3772511481597318
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,21,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,22,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,23,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,24,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,25,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,26,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,27,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,28,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,29,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,30,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,31,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,32,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,33,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,34,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,35,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,36,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,37,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,38,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,39,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,40,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,41,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,42,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,43,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,44,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,45,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,46,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,47,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,48,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,49,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",2,1,2,50,1.3744181047581847
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,0,1.0290978076396946
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,1,1.0993928658368919
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,2,1.4947199524278114
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,3,1.2678830215773116
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,4,1.1588132477532218
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,5,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,6,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,7,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,8,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,9,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,10,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,11,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,12,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,13,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,14,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,15,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,16,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,17,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,18,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,19,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,20,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,21,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,22,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,23,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,24,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,25,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,26,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,27,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,28,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,29,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,30,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,31,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,32,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,33,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,34,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,35,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,36,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,37,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,38,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,39,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,40,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,41,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,42,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,43,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,44,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,45,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,46,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,47,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,48,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,49,nan
50,2,500,"[0.06, 0.12, 0.25, 0.5, 1.0]",1,1,1,50,nan
